title,year,actors_count,actresses_count,producer_count_male,producer_count_female,director_count,directress_count,averageRating,numVotes,budget,revenue,actress_percent,actors_percent,women_directing_percent,men_directing_percent,women_producing_percent,men_producing_percent,Animation,Family,Fantasy,Musical,Romance,Music,Adventure,Drama,Crime,Thriller,Documentary,Horror,Action,Western,Comedy,War,Sci-Fi,Sport,History,Biography,Mystery,Film-Noir,Adult,revenue_budget,class,moviesByYear
the_bad_news_bears,1976,24,6,1,0,1,0,7.3,24303,35000000.0,35323292.0,20.0,80.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0092369142857143,0,6
family_plot,1976,14,10,1,0,1,0,6.8,24271,2000000.0,7900000.0,42.0,58.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.95,1,6
logan's_run,1976,23,9,2,0,1,0,6.8,59547,9000000.0,25000000.0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.7777777777777777,1,6
a_bridge_too_far,1977,135,7,4,0,1,0,7.4,59806,22000000.0,50750000.0,5.0,95.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.3068181818181817,1,9
exorcist_ii:_the_heretic,1977,16,11,3,0,1,0,3.8,26579,14000000.0,30749142.0,41.0,59.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.1963672857142855,1,9
the_wiz,1978,83,68,4,0,1,0,5.5,16382,24000000.0,21049053.0,45.0,55.0,0.0,100.0,0.0,100.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877043875,0,5
1941,1979,63,27,3,1,1,0,5.8,35468,35000000.0,31755742.0,30.0,70.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9073069142857143,0,8
apocalypse_now,1979,52,6,6,3,1,0,8.4,692100,31500000.0,89460381.0,10.0,90.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8400120952380954,1,8
the_blues_brothers,1980,85,24,4,0,1,0,7.9,208561,27000000.0,115229890.0,22.0,78.0,0.0,100.0,0.0,100.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.267773703703703,1,13
flash_gordon,1980,80,41,2,0,1,0,6.5,59839,35000000.0,27107960.0,34.0,66.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7745131428571429,0,13
heaven's_gate,1980,56,14,2,1,1,0,6.7,16476,44000000.0,3484331.0,20.0,80.0,0.0,100.0,33.0,67.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.07918934090909091,0,13
raging_bull,1980,97,15,4,0,1,0,8.1,369192,18000000.0,23000000.0,13.0,87.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.2777777777777777,0,13
blow_out,1981,40,15,2,0,1,0,7.4,59526,18000000.0,12000000.0,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,13
conan_the_barbarian,1982,22,8,5,1,1,0,6.9,158189,20000000.0,79114085.0,27.0,73.0,0.0,100.0,17.0,83.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.95570425,1,14
history_of_the_world:_part_i,1981,74,31,4,0,1,0,6.8,54101,11000000.0,31672907.0,30.0,70.0,0.0,100.0,0.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.8793551818181817,1,13
reds,1981,53,15,3,1,1,0,7.3,24165,32000000.0,40382659.0,22.0,78.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.26195809375,0,13
under_the_rainbow,1981,101,67,2,1,1,0,5.3,2936,20000000.0,2297493.0,40.0,60.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11487465,0,13
the_best_little_whorehouse_in_texas,1982,61,36,4,0,1,0,6.0,12959,35000000.0,69701637.0,37.0,63.0,0.0,100.0,0.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9914753428571428,0,14
the_verdict,1982,34,10,3,0,1,0,7.7,44171,16000000.0,53977250.0,23.0,77.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.373578125,1,14
the_outsiders,1983,25,8,3,1,1,0,7.0,93740,10000000.0,33697647.0,24.0,76.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3697647,1,10
the_right_stuff,1983,58,18,3,0,1,0,7.8,64043,27000000.0,21500000.0,24.0,76.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7962962962962963,0,10
scarface,1983,73,34,3,0,1,0,8.3,884958,25000000.0,65884703.0,32.0,68.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63538812,1,10
trading_places,1983,72,24,3,1,1,0,7.5,159833,40600000.0,90400000.0,25.0,75.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.226600985221675,1,10
amadeus,1984,68,41,3,0,1,0,8.4,416996,18000000.0,51973029.0,38.0,62.0,0.0,100.0,0.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8873905,1,20
body_double,1984,33,19,2,0,1,0,6.8,36636,10000000.0,8801940.0,37.0,63.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.880194,0,20
c.h.u.d.,1984,34,10,4,0,1,0,5.6,13520,1250000.0,3412497.0,23.0,77.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.7299976,1,20
dune,1984,26,14,2,1,1,0,6.3,168079,40000000.0,30925690.0,35.0,65.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.77314225,0,20
firestarter,1984,26,11,1,1,1,0,6.0,35945,15000000.0,17080167.0,30.0,70.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.1386778,0,20
sheena,1984,23,8,3,0,1,0,4.9,5419,25000000.0,5778353.0,26.0,74.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23113412,0,20
ladyhawke,1985,26,5,2,1,1,0,6.9,49665,20000000.0,18432000.0,16.0,84.0,0.0,100.0,33.0,67.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9216,0,12
the_last_dragon,1985,46,15,3,0,1,0,6.8,16965,10000000.0,25754284.0,25.0,75.0,0.0,100.0,0.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.5754284,1,12
out_of_africa,1985,24,8,3,2,1,0,7.1,84209,31000000.0,128499205.0,25.0,75.0,0.0,100.0,40.0,60.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.14513564516129,1,12
the_return_of_the_living_dead,1985,29,7,4,0,1,0,7.3,65917,4000000.0,14237000.0,19.0,81.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.55925,1,12
the_golden_child,1986,24,8,6,0,1,0,5.9,58110,25000000.0,79817939.0,25.0,75.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.19271756,1,15
highlander,1986,40,6,4,2,1,0,7.0,143137,16000000.0,5900000.0,13.0,87.0,0.0,100.0,33.0,67.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36875,0,15
little_shop_of_horrors,1986,31,14,4,0,1,0,7.1,82588,25000000.0,38748395.0,31.0,69.0,0.0,100.0,0.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5499358,0,15
peggy_sue_got_married,1986,36,15,2,0,1,0,6.4,39646,18000000.0,41382841.0,29.0,71.0,0.0,100.0,0.0,100.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.299046722222222,1,15
ishtar,1987,46,10,3,0,0,1,4.6,11597,55000000.0,14375181.0,18.0,82.0,100.0,0.0,0.0,100.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.26136692727272726,0,17
jaws:_the_revenge,1987,31,25,2,0,1,0,3.0,48556,23000000.0,51881013.0,45.0,55.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2556962173913044,1,17
the_lost_boys,1987,34,13,4,0,1,0,7.2,153376,8500000.0,32222567.0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.7908902352941176,1,17
the_princess_bride,1987,21,6,5,0,1,0,8.0,440801,16000000.0,30857814.0,22.0,78.0,0.0,100.0,0.0,100.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.928613375,0,17
spaceballs,1987,50,14,2,0,1,0,7.1,200754,22700000.0,38119483.0,22.0,78.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.6792723788546255,0,17
superman_iv:_the_quest_for_peace,1987,48,9,4,0,1,0,3.7,51475,17000000.0,19300000.0,16.0,84.0,0.0,100.0,0.0,100.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.1352941176470588,0,17
the_untouchables,1987,50,7,2,0,1,0,7.8,323162,25000000.0,76270454.0,12.0,88.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.05081816,1,17
wall_street,1987,64,30,3,0,1,0,7.3,161783,15000000.0,43848069.0,32.0,68.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9232046,1,17
action_jackson,1988,46,9,2,0,1,0,5.5,11936,7000000.0,20256975.0,16.0,84.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2.8938535714285716,1,22
midnight_run,1988,48,10,3,0,1,0,7.5,91097,30000000.0,38413606.0,17.0,83.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2804535333333333,0,22
phantasm_ii,1988,17,15,3,0,1,0,6.4,16296,3000000.0,7282851.0,47.0,53.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2.427617,1,22
poltergeist_iii,1988,22,21,2,0,1,0,4.7,19780,10500000.0,14144000.0,49.0,51.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.347047619047619,0,22
prison,1988,21,1,2,0,1,0,5.8,4626,1300000.0,354704.0,5.0,95.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2728492307692308,0,22
they_live,1988,34,15,3,1,1,0,7.2,139321,4000000.0,13008928.0,31.0,69.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3.252232,1,22
young_guns,1988,27,6,6,0,1,0,6.8,65794,13000000.0,44726644.0,18.0,82.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.440511076923077,1,22
the_abyss,1989,33,6,1,1,1,0,7.5,186029,70000000.0,90000098.0,15.0,85.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2857156857142857,0,20
bill_&_ted's_excellent_adventure,1989,39,16,7,0,1,0,6.9,138402,10000000.0,40485039.0,29.0,71.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.0485039,1,20
black_rain,1989,48,5,4,2,1,0,6.6,58025,30000000.0,45892212.0,9.0,91.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5297404,0,20
friday_the_13th_part_viii:_jason_takes_manhattan,1989,20,8,0,2,1,0,4.5,41100,5000000.0,14000000.0,29.0,71.0,0.0,100.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8,1,20
glory,1989,55,6,3,2,1,0,7.8,140963,18000000.0,26828365.0,10.0,90.0,0.0,100.0,40.0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.4904647222222223,0,20
star_trek_v:_the_final_frontier,1989,20,6,3,2,1,0,5.5,62936,30000000.0,70200000.0,23.0,77.0,0.0,100.0,40.0,60.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.34,1,20
tango_&_cash,1989,66,15,5,1,2,0,6.4,110771,55000000.0,63408614.0,19.0,81.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1528838909090908,0,20
the_adventures_of_ford_fairlane,1990,54,29,3,1,1,0,6.4,18890,49000000.0,20423389.0,35.0,65.0,0.0,100.0,25.0,75.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.41680385714285717,0,23
child's_play_2,1990,17,5,2,1,1,0,5.9,55446,13000000.0,35763605.0,23.0,77.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7510465384615386,1,23
dick_tracy,1990,57,16,6,0,1,0,6.2,64474,47000000.0,103738726.0,22.0,78.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2072069361702127,1,23
die_hard_2,1990,80,13,7,1,1,0,7.1,373820,70000000.0,240031094.0,14.0,86.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4290156285714284,1,23
edward_scissorhands,1990,36,35,2,2,1,0,7.9,509657,20000000.0,53000000.0,49.0,51.0,0.0,100.0,50.0,50.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,1,23
the_godfather:_part_iii,1990,66,16,6,1,1,0,7.6,413886,54000000.0,136766062.0,20.0,80.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.532704851851852,1,23
goodfellas,1990,113,42,2,1,1,0,8.7,1215192,25000000.0,46836394.0,27.0,73.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.87345576,0,23
beastmaster_2:_through_the_portal_of_time,1991,31,5,3,0,1,0,4.1,3490,6000000.0,869325.0,14.0,86.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1448875,0,20
the_fall_of_the_roman_empire,1964,23,5,3,0,1,0,6.7,9818,19000000.0,4750000.0,18.0,82.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,0,4
harper,1966,20,10,2,0,1,0,6.8,10485,3500000.0,12000000.0,33.0,67.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4285714285714284,1,2
slackers,2002,26,19,7,2,1,0,5.3,15071,14000000.0,6413915.0,42.0,58.0,0.0,100.0,22.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.45813678571428573,0,106
a_perfect_getaway,2009,25,17,8,2,1,0,6.5,75346,14000000.0,22852638.0,40.0,60.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.6323312857142858,0,103
supernova,2000,9,3,5,0,1,0,4.8,18842,90000000.0,14828081.0,25.0,75.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.16475645555555554,0,91
the_doors,1991,87,46,9,1,1,0,7.2,96951,38000000.0,34416893.0,35.0,65.0,0.0,100.0,10.0,90.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9057077105263158,0,20
hook,1991,60,29,7,2,1,0,6.8,266642,70000000.0,300854823.0,33.0,67.0,0.0,100.0,22.0,78.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.297926042857143,1,20
the_naked_gun_2½:_the_smell_of_fear,1991,52,19,7,1,1,0,6.9,118930,23000000.0,86930411.0,27.0,73.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.7795830869565217,1,20
teenage_mutant_ninja_turtles_ii:_the_secret_of_the_ooze,1991,66,5,5,1,1,0,6.0,59636,25000000.0,78000000.0,7.0,93.0,0.0,100.0,17.0,83.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3.12,1,20
alien³,1992,22,2,4,1,1,0,6.4,311857,50000000.0,159773545.0,8.0,92.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.1954709,1,25
boomerang,1992,34,20,6,0,1,0,5.6,30737,40000000.0,70100000.0,37.0,63.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7525,0,25
the_last_of_the_mohicans,1992,47,5,4,0,1,0,7.7,180884,40000000.0,75505856.0,10.0,90.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.8876464,0,25
a_league_of_their_own,1992,36,55,5,2,0,1,7.3,117341,40000000.0,107458785.0,60.0,40.0,100.0,0.0,29.0,71.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.686469625,1,25
malcolm_x,1992,231,95,7,0,1,0,7.7,99459,34000000.0,48169908.0,29.0,71.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.416762,0,25
alive,1993,36,5,2,1,1,0,7.1,59261,32000000.0,36733909.0,12.0,88.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.14793465625,0,28
dazed_and_confused,1993,38,22,3,1,1,0,7.6,194059,6900000.0,7993039.0,37.0,63.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1584114492753623,0,28
last_action_hero,1993,60,24,6,0,1,0,6.5,159795,85000000.0,137298489.0,29.0,71.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6152763411764706,0,28
the_pelican_brief,1993,54,19,3,0,1,0,6.6,92970,45000000.0,195268056.0,26.0,74.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.339290133333333,1,28
romeo_is_bleeding,1993,26,5,4,1,1,0,6.6,14780,11500000.0,3275585.0,16.0,84.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2848334782608696,0,28
ruby_in_paradise,1993,24,24,1,1,1,0,6.9,3184,800000.0,1001437.0,50.0,50.0,0.0,100.0,50.0,50.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25179625,0,28
tombstone,1993,57,9,8,0,2,0,7.8,159661,25000000.0,56505065.0,14.0,86.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.2602026,1,28
beverly_hills_cop_iii,1994,80,37,5,1,1,0,5.5,85007,50000000.0,119208989.0,32.0,68.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2.38417978,1,34
clear_and_present_danger,1994,76,23,3,1,1,0,6.9,105361,62000000.0,215887717.0,23.0,77.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.482059951612903,1,34
the_client,1994,50,19,3,1,1,0,6.7,71440,45000000.0,117615211.0,28.0,72.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6136713555555557,1,34
ed_wood,1994,78,29,3,1,1,0,7.8,181231,18000000.0,5887457.0,27.0,73.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.32708094444444447,0,34
on_deadly_ground,1994,57,31,8,1,1,0,4.6,24919,50000000.0,49000000.0,35.0,65.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.98,0,34
pcu,1994,45,17,2,0,1,0,6.5,14193,9000000.0,4350774.0,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4834193333333333,0,34
renaissance_man,1994,50,12,5,3,0,1,6.2,18656,40000000.0,24332324.0,19.0,81.0,100.0,0.0,38.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6083081,0,34
serial_mom,1994,40,33,3,1,1,0,6.8,31710,13000000.0,7820688.0,45.0,55.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6015913846153846,0,34
the_shadow,1994,58,13,6,1,1,0,6.0,26506,25000000.0,48063435.0,18.0,82.0,0.0,100.0,14.0,86.0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.9225374,0,34
the_shawshank_redemption,1994,62,5,1,2,1,0,9.3,2800305,25000000.0,28341469.0,7.0,93.0,0.0,100.0,67.0,33.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13365876,0,34
true_lies,1994,41,10,4,2,1,0,7.3,273547,115000000.0,378882411.0,20.0,80.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2946296608695653,1,34
new_nightmare,1994,20,23,4,2,1,0,6.4,62031,14000000.0,18090181.0,53.0,47.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.2921557857142858,0,34
wyatt_earp,1994,91,18,7,0,1,0,6.7,53650,63000000.0,25052000.0,17.0,83.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.39765079365079364,0,34
the_american_president,1995,51,23,3,1,1,0,6.8,59551,62000000.0,107879496.0,31.0,69.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.739991870967742,0,48
assassins,1995,53,17,12,5,1,0,6.3,86588,50000000.0,30303072.0,24.0,76.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.60606144,0,48
batman_forever,1995,59,24,6,0,1,0,5.4,261977,100000000.0,336529144.0,29.0,71.0,0.0,100.0,0.0,100.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.36529144,1,48
braveheart,1995,58,8,5,1,1,0,8.3,1068650,72000000.0,210000000.0,12.0,88.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2.9166666666666665,1,48
casino,1995,126,33,1,1,1,0,8.2,545424,52000000.0,116112375.0,21.0,79.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2329302884615383,1,48
congo,1995,55,8,5,1,1,0,5.3,47730,50000000.0,152022101.0,13.0,87.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.04044202,1,48
hackers,1995,56,17,5,1,1,0,6.2,72793,20000000.0,7563728.0,23.0,77.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3781864,0,48
jefferson_in_paris,1995,64,52,4,0,1,0,5.7,3142,14000000.0,2474000.0,45.0,55.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1767142857142857,0,48
outbreak,1995,70,22,5,3,1,0,6.6,134748,50000000.0,189859560.0,24.0,76.0,0.0,100.0,38.0,62.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.7971912,1,48
tank_girl,1995,49,31,6,0,0,1,5.4,33711,25000000.0,4064495.0,39.0,61.0,100.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.1625798,0,48
