title,year,actors_count,actresses_count,producer_count_male,producer_count_female,director_count,directress_count,averageRating,numVotes,budget,revenue,actress_percent,actors_percent,women_directing_percent,men_directing_percent,women_producing_percent,men_producing_percent,Animation,Family,Fantasy,Musical,Romance,Music,Adventure,Drama,Crime,Thriller,Documentary,Horror,Action,Western,Comedy,War,Sci-Fi,Sport,History,Biography,Mystery,Film-Noir,Adult,revenue_budget,class,moviesByYear
raising_cain,1992,16,10,1,1,1,0,6.1,16969,12000000.0,37170057.0,38.0,62.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09750475,1,25
head_over_heels,2001,25,23,4,3,1,0,5.4,15041,14000000.0,10424470.0,48.0,52.0,0.0,100.0,43.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.744605,0,101
anaconda,1997,8,2,5,3,1,0,4.9,109255,45000000.0,136885767.0,20.0,80.0,0.0,100.0,38.0,62.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.041905933333333,1,63
the_great_escape,1963,28,0,3,0,1,0,8.2,252871,4000000.0,11744471.0,0.0,100.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.93611775,1,4
the_thing,1982,18,1,5,0,1,0,8.2,447528,15000000.0,19629760.0,5.0,95.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.3086506666666666,0,14
fortress,1992,17,8,9,1,1,0,5.9,29907,8000000.0,6739141.0,32.0,68.0,0.0,100.0,10.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.842392625,0,25
mean_creek,2004,13,3,4,5,1,0,7.2,32973,500000.0,603943.0,19.0,81.0,0.0,100.0,56.0,44.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.207886,0,104
a_walk_to_remember,2002,22,20,6,1,1,0,7.3,217714,11000000.0,41227069.0,48.0,52.0,0.0,100.0,14.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7479153636363636,1,106
rambo_iii,1988,24,2,4,0,1,0,5.8,137205,63000000.0,189015611.0,8.0,92.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.000247793650794,1,22
friday_after_next,2002,30,17,6,0,1,0,5.8,29267,20000000.0,33526835.0,36.0,64.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.67634175,0,106
true_romance,1993,34,6,11,1,1,0,7.9,236562,12500000.0,12281551.0,15.0,85.0,0.0,100.0,8.0,92.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98252408,0,28
the_shaggy_dog,2006,39,16,6,0,1,0,4.4,19838,50000000.0,61112916.0,29.0,71.0,0.0,100.0,0.0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.22225832,0,107
sphere,1998,9,3,4,1,1,0,6.1,110407,75000000.0,13100000.0,25.0,75.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.17466666666666666,0,76
american_history_x,1998,44,10,8,1,1,0,8.5,1158755,20000000.0,23875127.0,19.0,81.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19375635,0,76
city_island,2009,28,18,19,3,1,0,7.4,32256,6000000.0,6670712.0,39.0,61.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1117853333333334,0,103
she_wore_a_yellow_ribbon,1949,33,2,3,0,1,0,7.2,18794,1600000.0,5400000.0,6.0,94.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.375,1,2
hud,1963,25,3,2,0,1,0,7.8,23321,2500000.0,10000000.0,11.0,89.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,4
hostel:_part_ii,2007,49,21,13,0,1,0,5.5,93884,10200000.0,35619521.0,30.0,70.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4921099019607844,1,86
we_own_the_night,2007,71,24,10,0,1,0,6.8,91365,21000000.0,54926886.0,25.0,75.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615566,1,86
the_chronicles_of_narnia:_prince_caspian,2008,46,11,10,1,1,0,6.5,219818,225000000.0,419651413.0,19.0,81.0,0.0,100.0,9.0,91.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8651173911111112,0,103
reno_911!:_miami,2007,47,19,7,4,1,0,5.9,27720,10000000.0,20342161.0,29.0,71.0,0.0,100.0,36.0,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0342161,1,86
war,2007,43,15,8,1,1,0,6.2,94958,25000000.0,40452643.0,26.0,74.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.61810572,0,86
music_and_lyrics,2007,48,31,4,3,1,0,6.5,105868,40000000.0,145896422.0,39.0,61.0,0.0,100.0,43.0,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.64741055,1,86
body_of_lies,2008,73,14,5,0,1,0,7.0,235148,70000000.0,113280098.0,16.0,84.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6182871142857143,0,103
license_to_wed,2007,44,42,9,3,1,0,5.2,40251,35000000.0,69307224.0,49.0,51.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9802064,0,86
american_gangster,2007,151,49,8,1,1,0,7.8,442200,100000000.0,266465037.0,24.0,76.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.66465037,1,86
meet_dave,2008,95,46,6,0,1,0,5.1,42832,60000000.0,50650079.0,33.0,67.0,0.0,100.0,0.0,100.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8441679833333333,0,103
the_princess_and_the_frog,2009,38,20,3,1,2,0,7.1,159262,105000000.0,267045765.0,34.0,66.0,0.0,100.0,25.0,75.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.543293,1,103
hotel_for_dogs,2009,29,23,8,1,1,0,5.5,24534,35000000.0,73034460.0,44.0,56.0,0.0,100.0,11.0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0866988571428573,1,103
mirrors,2008,17,13,10,2,1,0,6.1,111659,35000000.0,72436439.0,43.0,57.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.069612542857143,1,103
star_trek,2009,131,50,8,0,1,0,7.9,614243,150000000.0,385680446.0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.5712029733333335,1,103
epic_movie,2007,70,32,7,0,2,0,2.4,108292,20000000.0,86865564.0,31.0,69.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.3432782,1,86
forgetting_sarah_marshall,2008,50,35,3,1,1,0,7.1,296555,30000000.0,105173115.0,41.0,59.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5057705,1,103
the_incredible_hulk,2008,82,13,9,1,1,0,6.6,512646,150000000.0,163712074.0,14.0,86.0,0.0,100.0,10.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0914138266666666,0,103
clash_of_the_titans,2010,51,21,8,1,1,0,5.8,289104,125000000.0,232713139.0,29.0,71.0,0.0,100.0,11.0,89.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.861705112,0,92
thor,2011,62,15,7,2,1,0,7.0,881198,150000000.0,449326618.0,19.0,81.0,0.0,100.0,22.0,78.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.995510786666667,1,90
death_sentence,2007,31,8,7,1,1,0,6.7,73813,20000000.0,16974459.0,21.0,79.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.84872295,0,86
angels_&_demons,2009,140,43,7,4,1,0,6.7,303925,150000000.0,356613439.0,23.0,77.0,0.0,100.0,36.0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3774229266666667,1,103
jack_and_jill,2011,89,55,10,1,1,0,3.3,88486,79000000.0,149673788.0,38.0,62.0,0.0,100.0,9.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.894604911392405,0,90
the_love_guru,2008,55,53,8,0,1,0,3.8,54245,62000000.0,41819064.0,49.0,51.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6745010322580646,0,103
percy_jackson_&_the_olympians:_the_lightning_thief,2010,77,76,7,2,1,0,5.9,196162,95000000.0,226497209.0,50.0,50.0,0.0,100.0,22.0,78.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.384181147368421,1,92
she's_out_of_my_league,2010,59,26,4,0,1,0,6.4,141494,20000000.0,49779728.0,31.0,69.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4889864,1,92
sydney_white,2007,52,38,5,1,1,0,6.2,50223,16500000.0,13620075.0,42.0,58.0,0.0,100.0,17.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8254590909090909,0,86
the_soloist,2009,84,68,6,4,1,0,6.7,54879,60000000.0,31720158.0,45.0,55.0,0.0,100.0,40.0,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5286693,0,103
shooter,2007,72,19,4,0,1,0,7.1,347558,61000000.0,95696996.0,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.568803213114754,0,86
changeling,2008,76,40,7,1,1,0,7.8,261905,55000000.0,113020255.0,34.0,66.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.0549137272727274,1,103
step_brothers,2008,42,25,7,1,1,0,6.9,310238,65000000.0,128107642.0,37.0,63.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9708868,0,103
the_town,2010,83,19,6,1,1,0,7.5,406415,37000000.0,154026136.0,19.0,81.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.162868540540541,1,92
walk_hard:_the_dewey_cox_story,2007,101,67,6,1,1,0,6.8,75966,35000000.0,18317151.0,40.0,60.0,0.0,100.0,14.0,86.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5233471714285715,0,86
college,2008,25,25,5,2,0,1,4.5,12633,7000000.0,6230276.0,50.0,50.0,100.0,0.0,29.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8900394285714286,0,103
the_house_bunny,2008,52,56,5,5,1,0,5.5,87747,25000000.0,70442940.0,52.0,48.0,0.0,100.0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8177176,1,103
my_life_in_ruins,2009,24,20,7,5,1,0,5.9,20577,17000000.0,20455276.0,45.0,55.0,0.0,100.0,42.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2032515294117647,0,103
made_of_honor,2008,38,35,6,2,1,0,5.8,74652,40000000.0,84601681.0,48.0,52.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.115042025,1,103
eat_pray_love,2010,46,29,7,3,1,0,5.8,102991,60000000.0,204594016.0,39.0,61.0,0.0,100.0,30.0,70.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4099002666666665,1,92
the_mist,2007,43,19,4,4,1,0,7.1,328474,18000000.0,57096190.0,31.0,69.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.1720105555555556,1,86
love_happens,2009,28,24,5,1,1,0,5.6,33695,18000000.0,36133014.0,46.0,54.0,0.0,100.0,17.0,83.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0073896666666666,1,103
pineapple_express,2008,42,10,4,2,1,0,6.9,351240,27000000.0,101624843.0,19.0,81.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.763883074074074,1,103
tropic_thunder,2008,40,30,7,0,1,0,7.1,435803,92000000.0,188072649.0,43.0,57.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0442679239130435,1,103
salt,2010,112,44,8,0,1,0,6.4,324832,110000000.0,293329073.0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.6666279363636365,1,92
the_happening,2008,92,36,9,2,1,0,5.0,213444,60000000.0,163403799.0,28.0,72.0,0.0,100.0,18.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.72339665,1,103
robin_hood,2010,106,21,10,0,1,0,6.6,277824,200000000.0,310669540.0,17.0,83.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5533477,0,92
revolutionary_road,2008,57,27,7,5,1,0,7.3,220865,35000000.0,75225693.0,32.0,68.0,0.0,100.0,42.0,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1493055142857145,1,103
you_don't_mess_with_the_zohan,2008,100,83,8,1,1,0,5.6,209942,90000000.0,201596308.0,45.0,55.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.239958977777778,1,103
the_international,2009,71,18,8,1,1,0,6.5,98175,50000000.0,60161391.0,20.0,80.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.20322782,0,103
hugo,2011,41,13,7,4,1,0,7.5,331379,170000000.0,185770160.0,24.0,76.0,0.0,100.0,36.0,64.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0927656470588236,0,90
the_day_the_earth_stood_still,2008,62,18,4,0,1,0,5.5,176057,80000000.0,233093859.0,22.0,78.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.9136732375,1,103
bandslam,2009,50,32,4,2,1,0,6.3,15013,20000000.0,5210988.0,39.0,61.0,0.0,100.0,33.0,67.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2605494,0,103
sucker_punch,2011,29,33,7,2,1,0,6.0,248432,82000000.0,89792502.0,53.0,47.0,0.0,100.0,22.0,78.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.095030512195122,0,90
the_chronicles_of_narnia:_the_voyage_of_the_dawn_treader,2010,42,8,7,1,1,0,6.3,161926,155000000.0,415686217.0,16.0,84.0,0.0,100.0,12.0,88.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6818465612903224,1,92
nick_and_norah's_infinite_playlist,2008,46,22,6,3,1,0,6.6,94566,9000000.0,32973937.0,32.0,68.0,0.0,100.0,33.0,67.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6637707777777777,1,103
the_green_hornet,2011,56,20,7,2,1,0,5.8,163264,120000000.0,227817248.0,26.0,74.0,0.0,100.0,22.0,78.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.8984770666666666,0,90
the_sisterhood_of_the_traveling_pants_2,2008,31,29,4,8,0,1,6.2,30308,27000000.0,44352417.0,48.0,52.0,100.0,0.0,67.0,33.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6426821111111112,0,103
never_back_down,2008,83,30,3,0,1,0,6.5,104751,20000000.0,41627431.0,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.08137155,1,103
secretariat,2010,85,32,8,1,1,0,7.2,29924,35000000.0,60251371.0,27.0,73.0,0.0,100.0,11.0,89.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.7214677428571428,0,92
gamer,2009,45,24,11,0,2,0,5.7,138200,50000000.0,40828540.0,35.0,65.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8165708,0,103
righteous_kill,2008,38,21,11,3,1,0,6.0,90891,60000000.0,73174566.0,36.0,64.0,0.0,100.0,21.0,79.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2195761,0,103
the_book_of_eli,2010,52,8,11,2,2,0,6.8,331272,80000000.0,157107755.0,13.0,87.0,0.0,100.0,15.0,85.0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1.9638469375,0,92
the_bounty_hunter,2010,72,30,4,2,1,0,5.5,132275,40000000.0,136000000.0,29.0,71.0,0.0,100.0,33.0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.4,1,92
i_love_you_phillip_morris,2009,84,34,4,3,2,0,6.6,98480,13000000.0,10652035.0,29.0,71.0,0.0,100.0,43.0,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8193873076923077,0,103
year_one,2009,86,42,5,1,1,0,4.9,101642,60000000.0,62357900.0,33.0,67.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0392983333333334,0,103
miracle_at_st._anna,2008,126,16,7,1,1,0,6.1,18999,45000000.0,9323833.0,11.0,89.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.20719628888888889,0,103
the_big_year,2011,41,21,6,2,1,0,6.2,47012,41000000.0,7448385.0,34.0,66.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1816679268292683,0,90
invictus,2009,178,11,8,1,1,0,7.3,165066,60000000.0,122233971.0,6.0,94.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2.03723285,1,103
the_invention_of_lying,2009,57,38,6,4,2,0,6.3,146389,18500000.0,31912793.0,40.0,60.0,0.0,100.0,40.0,60.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7250158378378377,0,103
eagle_eye,2008,159,48,7,1,1,0,6.6,192679,80000000.0,178066569.0,23.0,77.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.2258321125,1,103
meet_the_spartans,2008,55,28,7,0,2,0,2.8,110536,30000000.0,84646831.0,34.0,66.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.8215610333333334,1,103
race_to_witch_mountain,2009,67,20,2,2,1,0,5.7,61965,50000000.0,106303988.0,23.0,77.0,0.0,100.0,50.0,50.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.12607976,1,103
my_sister's_keeper,2009,40,25,9,3,1,0,7.3,96585,30000000.0,95714875.0,38.0,62.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.1904958333333333,1,103
night_at_the_museum:_battle_of_the_smithsonian,2009,60,12,6,1,1,0,6.0,207176,150000000.0,413106170.0,17.0,83.0,0.0,100.0,14.0,86.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.7540411333333332,1,103
couples_retreat,2009,52,30,6,3,1,0,5.5,112985,70000000.0,171844840.0,37.0,63.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4549262857142855,1,103
adventureland,2009,52,24,6,1,1,0,6.8,165661,9500000.0,17164377.0,32.0,68.0,0.0,100.0,14.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8067765263157896,0,103
the_bad_lieutenant:_port_of_call_-_new_orleans,2009,69,27,12,0,1,0,6.6,79803,25000000.0,10589102.0,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42356408,0,103
shorts,2009,39,24,7,1,1,0,4.7,7823,40000000.0,28972508.0,38.0,62.0,0.0,100.0,12.0,88.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7243127,0,103
killers,2010,35,20,11,3,1,0,5.4,94727,75000000.0,98159963.0,36.0,64.0,0.0,100.0,21.0,79.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3087995066666667,0,92
burlesque,2010,29,53,5,3,1,0,6.4,90694,55000000.0,89519773.0,65.0,35.0,0.0,100.0,38.0,62.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6276322363636364,0,92
morning_glory,2010,59,29,4,2,1,0,6.5,81268,40000000.0,58785180.0,33.0,67.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4696295,0,92
the_informant!,2009,74,16,8,1,1,0,6.5,66522,22000000.0,35424826.0,18.0,82.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6102193636363635,0,103
jennifer's_body,2009,31,37,4,1,0,1,5.4,144492,16000000.0,31556061.0,54.0,46.0,100.0,0.0,20.0,80.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.9722538125,0,103
green_lantern,2011,50,20,5,1,1,0,5.5,291950,200000000.0,219851172.0,29.0,71.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.09925586,0,90
takers,2010,65,17,9,0,1,0,6.2,64841,32000000.0,69055695.0,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.15799046875,1,92
sex_drive,2008,49,38,3,1,1,0,6.5,90408,19000000.0,18755936.0,44.0,56.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9871545263157895,0,103
public_enemies,2009,158,36,7,2,1,0,7.0,312896,80000000.0,214104620.0,19.0,81.0,0.0,100.0,22.0,78.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.67630775,1,103
12_rounds,2009,68,29,3,1,1,0,5.6,30013,20000000.0,17280326.0,30.0,70.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8640163,0,103
whip_it,2009,49,36,6,6,0,1,6.9,69479,15000000.0,16633035.0,42.0,58.0,100.0,0.0,50.0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.108869,0,103
2012,2009,110,42,8,2,1,0,5.8,390070,200000000.0,769653595.0,28.0,72.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.848267975,1,103
brooklyn's_finest,2009,46,20,14,3,1,0,6.7,65584,17000000.0,29536299.0,30.0,70.0,0.0,100.0,18.0,82.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7374293529411764,0,103
the_back-up_plan,2010,34,38,6,1,1,0,5.3,51402,35000000.0,77477008.0,53.0,47.0,0.0,100.0,14.0,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2136288,1,92
disaster_movie,2008,37,21,6,0,2,0,1.9,93636,25000000.0,14109284.0,36.0,64.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.56437136,0,103
cars_2,2011,45,12,1,1,2,0,6.2,207365,200000000.0,559852396.0,21.0,79.0,0.0,100.0,50.0,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.79926198,1,90
zookeeper,2011,61,27,9,2,1,0,5.2,63956,80000000.0,169852759.0,31.0,69.0,0.0,100.0,18.0,82.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1231594875,1,90
get_him_to_the_greek,2010,127,81,7,0,1,0,6.3,183617,40000000.0,90029656.0,39.0,61.0,0.0,100.0,0.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2507414,1,92
